<<<<<<< HEAD
,ADA_Close,BCH_Close,BNB_Close,BTC_Close,DOGE_Close,EOS_Close,ETC_Close,ETH_Close,FIL_Close,LINK_Close,LTC_Close,MKR_Close,THETA_Close,TRX_Close,VET_Close,XLM_Close,XMR_Close,XRP_Close,sp500,Cryptocurrency
2018-08-02,0.13025499880313873,724.7080078125,14.134599685668945,7434.39013671875,0.0029180001001805067,7.202849864959717,16.59869956970215,418.2619934082031,6.3607401847839355,0.284745991230011,77.5354995727539,556.2680053710938,0.11118199676275253,0.030602000653743744,0.015306999906897545,0.2589559853076935,120.01899719238281,0.44057101011276245,2827.22,2018-08-02
2018-08-03,0.1275469958782196,695.7349853515625,13.842399597167969,7032.85009765625,0.002744999947026372,6.986370086669922,16.4158992767334,407.25201416015625,5.722630023956299,0.25798898935317993,73.19869995117188,548.7930297851562,0.10794000327587128,0.028931999579072,0.013333000242710114,0.24072399735450745,113.99299621582031,0.428507000207901,2840.35,2018-08-03
2018-08-06,0.12537799775600433,659.3839721679688,13.146100044250488,6753.1201171875,0.0026710000820457935,6.608150005340576,17.326400756835938,380.2149963378906,5.595459938049316,0.23399700224399567,68.17030334472656,518.8400268554688,0.10737700015306473,0.027866000309586525,0.012899000197649002,0.23067200183868408,108.03900146484375,0.38100600242614746,2850.4,2018-08-06
2018-08-07,0.11375200003385544,585.4459838867188,12.143699645996094,6305.7998046875,0.00241499999538064,5.594689846038818,15.139100074768066,356.6130065917969,5.62775993347168,0.22803999483585358,62.49039840698242,509.427001953125,0.10224100202322006,0.02448200061917305,0.01077600009739399,0.20135100185871124,94.53410339355469,0.33194398880004883,2858.45,2018-08-07
2018-08-08,0.12350700050592422,610.781005859375,12.857999801635742,6568.22998046875,0.0025549998972564936,5.802309989929199,15.105500221252441,365.5880126953125,5.588089942932129,0.27612799406051636,63.98080062866211,515.2890014648438,0.1082329973578453,0.025940999388694763,0.01168300025165081,0.22143499553203583,100.53299713134766,0.3467710018157959,2857.7,2018-08-08
2018-08-09,0.11635500192642212,572.43798828125,12.130800247192383,6184.7099609375,0.002392000053077936,5.276679992675781,14.296099662780762,334.1759948730469,4.9444899559021,0.2747269868850708,59.39400100708008,474.6310119628906,0.09904800355434418,0.0238220002502203,0.00974700041115284,0.22542999684810638,91.72149658203125,0.32042598724365234,2853.58,2018-08-09
2018-08-10,0.11243899911642075,566.7730102539062,11.736599922180176,6295.72998046875,0.002403999911621213,5.017159938812256,13.277199745178223,322.11199951171875,5.0613298416137695,0.27066999673843384,58.359100341796875,474.2080078125,0.08502600342035294,0.022614000365138054,0.009192000143229961,0.21766500174999237,93.6187973022461,0.3012619912624359,2833.28,2018-08-10
2018-08-13,0.09466200321912766,509.30499267578125,9.420109748840332,6199.7099609375,0.002259999979287386,4.581480026245117,11.735799789428711,278.9320068359375,4.701970100402832,0.27191001176834106,54.55939865112305,401.28900146484375,0.06605599820613861,0.01905900053679943,0.00773600023239851,0.21670599281787872,84.17870330810547,0.27427199482917786,2821.93,2018-08-13
2018-08-14,0.09504000097513199,513.6729736328125,9.46300983428955,6308.52001953125,0.002303000073879957,4.636209964752197,13.02810001373291,282.364013671875,4.339310169219971,0.257546991109848,54.50040054321289,407.90399169921875,0.0654899999499321,0.019442999735474586,0.007891000248491764,0.21695399284362793,89.54850006103516,0.2820050120353699,2839.96,2018-08-14
2018-08-15,0.09533099830150604,517.344970703125,9.802330017089844,6334.72998046875,0.00229199999012053,4.523369789123535,13.899100303649902,288.0459899902344,4.573629856109619,0.2682439982891083,55.361900329589844,423.9930114746094,0.06690900027751923,0.019520999863743782,0.011220999993383884,0.2160319983959198,91.07849884033203,0.29243600368499756,2818.37,2018-08-15
2018-08-16,0.10988699644804001,597.0120239257812,10.867799758911133,6580.6298828125,0.002455000067129731,5.505959987640381,14.465100288391113,315.72900390625,4.467040061950684,0.291826993227005,61.514400482177734,446.75299072265625,0.09324300289154053,0.023281000554561615,0.015030999667942524,0.23812000453472137,99.20220184326172,0.36667600274086,2840.69,2018-08-16
2018-08-17,0.09978500008583069,554.9210205078125,9.907580375671387,6423.759765625,0.002394000068306923,5.10152006149292,13.274399757385254,295.81201171875,4.595149993896484,0.2733199894428253,57.275699615478516,433.5539855957031,0.07620199769735336,0.021618999540805817,0.012732000090181828,0.22423499822616577,98.16539764404297,0.32710000872612,2850.13,2018-08-17
2018-08-20,0.09500300139188766,536.5670166015625,9.714630126953125,6488.759765625,0.0024240000639110804,4.912539958953857,12.69789981842041,281.9440002441406,4.582880020141602,0.3119269907474518,56.35020065307617,430.2300109863281,0.07575000077486038,0.02100300043821335,0.015389000065624714,0.21470800042152405,94.91580200195312,0.3351770043373108,2857.05,2018-08-20
2018-08-21,0.09014900028705597,519.9520263671875,9.539730072021484,6376.7099609375,0.002314999932423234,4.7236199378967285,12.238800048828125,271.34100341796875,4.807400226593018,0.31463199853897095,55.318599700927734,411.78900146484375,0.06989800184965134,0.019711999222636223,0.013787000440061092,0.20689600706100464,90.08059692382812,0.31980299949645996,2862.96,2018-08-21
2018-08-22,0.0924530029296875,530.7689819335938,9.71504020690918,6534.8798828125,0.0023849999997764826,4.919620037078857,12.48330020904541,277.10400390625,4.671939849853516,0.32102200388908386,57.543399810791016,432.22198486328125,0.08287099748849869,0.020771000534296036,0.014674000442028046,0.22216199338436127,90.06289672851562,0.32770898938179016,2861.82,2018-08-22
2018-08-23,0.09407699853181839,535.405029296875,10.234700202941895,6719.9599609375,0.002426000079140067,5.050519943237305,12.591899871826172,282.9670104980469,4.402440071105957,0.33692699670791626,57.9297981262207,439.8039855957031,0.10848700255155563,0.021606000140309334,0.014534999616444111,0.2198060005903244,93.76110076904297,0.3276059925556183,2856.98,2018-08-23
2018-08-24,0.09428200125694275,537.239013671875,10.1358003616333,6763.18994140625,0.002369999885559082,5.047170162200928,12.554200172424316,279.64599609375,4.992809772491455,0.3197669982910156,57.907901763916016,439.24200439453125,0.10497699677944183,0.022481000050902367,0.015413000248372555,0.2177949994802475,92.54229736328125,0.32822999358177185,2874.69,2018-08-24
2018-08-27,0.10548000037670135,565.3060302734375,11.486100196838379,7096.27978515625,0.002607000060379505,5.904749870300293,13.278599739074707,296.4989929199219,5.244579792022705,0.33579298853874207,63.02439880371094,462.1860046386719,0.10555499792098999,0.026846999302506447,0.017980000004172325,0.23474499583244324,107.52300262451172,0.35183700919151306,2896.74,2018-08-27
2018-08-28,0.1054690033197403,554.3670043945312,11.173500061035156,7047.16015625,0.002606000052765012,6.122920036315918,13.013999938964844,289.31201171875,4.715060234069824,0.3087100088596344,61.7672004699707,448.8179931640625,0.10305500030517578,0.025426000356674194,0.016923999413847923,0.22621099650859833,103.55400085449219,0.34480300545692444,2897.52,2018-08-28
