Date,ADA_Close,BCH_Close,BNB_Close,BTC_Close,DOGE_Close,EOS_Close,ETC_Close,ETH_Close,FIL_Close,LINK_Close,LTC_Close,MKR_Close,THETA_Close,TRX_Close,VET_Close,XLM_Close,XMR_Close,XRP_Close
2018-08-03,-0.02079001151435178,-0.039978891013487394,-0.02067268228312391,-0.05401116052267385,-0.05928723345260778,-0.03005473976945172,-0.011012928585225956,-0.026323164479593708,-0.10032011091321003,-0.09396796689305242,-0.05593308414183473,-0.01343772338829885,-0.029159338573485405,-0.054571630579566155,-0.12896058510446062,-0.07040574069575045,-0.050208726264419634,-0.027382668464213555
2018-08-04,0.03272526284725319,0.019380955497370733,-0.015835345531267087,0.005066208196926381,0.033515484086300784,0.009933603977209104,0.07781486404887183,0.008014636974877254,0.11600432455853471,-0.01566733366648665,0.018998988983041976,0.02895625554347614,0.1215675319804117,0.048285657612828325,0.05610140959193077,0.014514586887765413,0.028782521455644083,0.011974148003078833
2018-08-05,-0.008867209290144729,-0.023390503349270397,0.005571313775375453,-0.01650710988835713,-0.020444123024530025,0.0022960025334828327,0.05490781160980274,-0.009397932824989463,-0.013561436403953353,-0.06881748217091166,-0.009399501789071119,-0.03985058880001835,-0.03688197930328685,-0.036301896767120145,-0.046658657949718685,-0.03895292464979816,-0.0317973620773937,-0.045099827311503304
2018-08-06,-0.039639143393008114,-0.04799970038905366,-0.04036757998703333,-0.02857960428694062,-0.03886286149282736,-0.06558568284962119,-0.07170716219360618,-0.06502514114243285,-0.11181343020644063,-0.010462150189359365,-0.0773870131270118,-0.04305020300359308,-0.07907576426011398,-0.0465991399381952,-0.03910902732152488,-0.01718326945715598,-0.04849175915181314,-0.07987568673177325
2018-08-07,-0.09272757525426445,-0.11213191615524332,-0.07625078121117745,-0.06623905761153515,-0.09584428259136402,-0.1533651866986523,-0.12624091481924749,-0.062075378334417564,0.0057725362668978875,-0.025457622751639097,-0.0833193437474049,-0.018142441629635297,-0.04783145480431894,-0.12143829946234885,-0.16458640729705198,-0.12711122176187595,-0.1250002118511212,-0.12876966061868955
2018-08-08,0.08575673807199391,0.04327473869486553,0.05882063757029443,0.04161727043509522,0.05797097397252271,0.03711021515113688,-0.002219408904735709,0.0251673549130782,-0.0070489841444034695,0.21087528641314512,0.023850099530060787,0.011507045149244277,0.058606578731147385,0.05959475257831248,0.08416853619704079,0.0997461819803489,0.0634574563300081,0.044667213493895686
2018-08-09,-0.05790763722060477,-0.0627770300816346,-0.05655619580510862,-0.058390163053316124,-0.0637964190736694,-0.09058978202917967,-0.05358316815837094,-0.08592190315727055,-0.11517351968252787,-0.005073760015576356,-0.07169025045815447,-0.07890327444671275,-0.08486315659477905,-0.08168533165294845,-0.16571084471426023,0.018041418008349908,-0.08764784499365985,-0.07597236918367811
2018-08-10,-0.03365564647128527,-0.009896230060399858,-0.032495821955640825,0.01795072367701156,0.005016663159282064,-0.04918245075004524,-0.07127118176541525,-0.036100724008949925,0.02363032117644437,-0.014767352099756215,-0.01742432986051634,-0.0008912273739578591,-0.141567721012144,-0.05070942290293501,-0.05694062219263152,-0.03444526108628765,0.020685453148030497,-0.0598078705977243
2018-08-11,0.004722586320720978,0.007385627130019001,0.000443091362221093,0.004282261313801161,0.0,-0.0005979045114846704,-0.006153358607680848,-0.007891640768904473,-0.006253310368257048,0.04775924893786487,0.0166040591723835,0.0003141803047432834,-0.018288560713782154,-0.0014592944006402986,-0.012184499538239524,0.027271250422136184,-0.0044136475828028265,-0.011259240207049936
2018-08-12,-0.08905023202850015,-0.06126883994513066,-0.1289070082690541,-0.0039730110791915685,-0.030365998356819968,-0.0778974302208102,-0.08587021920668436,-0.10349848686981156,-0.009135757735374228,-0.08570255201380084,-0.041799697219193965,-0.11415027152427382,-0.11078096001816606,-0.14255343649411922,-0.21057269567415038,-0.000187796443316679,-0.053305801495075134,-0.06849971570384339
